DESPACHO DEL GOBERNADOR,SECRETARIA GENERAL DE GOBIERNO,SECRETARIA DE LA HACIENDA PUBLICA,SECRETARIA DE EDUCACION,SECRETARIA DE SALUD JALISCO,SECRETARIA DE INFRAESTRUCTURA Y OBRA PUBLICA,SECRETARIA DE DESARROLLO ECONOMICO,SECRETARIA DE TURISMO,SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,SECRETARIA DE MEDIO AMBIENTE Y DESARROLLO TERRITORIAL,SECRETARIA DEL SISTEMA DE ASISTENCIA SOCIAL,"SECRETARIA DE INNOVACION, CIENCIA Y TECNOLOGIA",SECRETARIA DE CULTURA,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,,,PROCURADURIA SOCIAL,,UNIDADES ADMINISTRATIVAS DE APOYO,TRIBUNAL DE ARBITRAJE Y ESCALAFON,PODER LEGISLATIVO DEL ESTADO DE JALISCO,PODER JUDICIAL,COMISION ESTATAL DE DERECHOS HUMANOS DE JALISCO,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA,"INSTITUTO DE TRANSPARENCIA, INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES DEL ESTADO DE JALISCO",UNIVERSIDAD DE GUADALAJARA,TRIBUNAL ELECTORAL DEL ESTADO DE JALISCO,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE JALISCO,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTI-CORRUPCION,SECRETARIA DE ADMINISTRACION,SECRETARIA DE PLANEACION Y PARTICIPACION CIUDADANA,SECRETARIA DE SEGURIDAD,SECRETARIA DE GESTION INTEGRAL DEL AGUA,SECRETARIA DE IGUALDAD SUSTANTIVA,JEFATURA DE GABINETE,CONSEJERIA JURIDICA DEL PODER EJECUTIVO DEL ESTADO,COORDINACION GENERAL ESTRATEGICA DE SEGURIDAD,COORDINACION GENERAL ESTRATEGICA DE DESARROLLO SOCIAL,COORDINACION GENERAL ESTRATEGICA DE CRECIMIENTO Y DESARROLLO ECONOMICO,COORDINACION GENERAL ESTRATEGICA DE GESTION DEL TERRITORIO,,SECRETARIA DE LA HACIENDA PUBLICA,DEUDA PUBLICA,PARTICIPACIONES,"APORTACIONES, TRANSFERENCIAS Y SUBSIDIOS A MUNICIPIOS"
"7,499,273.93","737,107,290.58","1,410,850,710.87","32,459,620,439.39","13,751,926,518.99","5,550,998,338.33","360,517,997.19","190,354,156.98","1,727,854,890.43","681,294,098.20","2,666,601,420.06","812,477,417.00","703,106,746.71","437,765,190.84","1,609,284,725.51","2,248,839,100.41","130,109,652.00","113,883,904.66","394,142,704.46","62,520,479.78","997,060,129.00","1,708,517,423.00","148,563,852.52","170,677,291.47","56,273,929.16","12,043,081,501.00","37,330,043.80","123,995,727.40","50,178,924.00","938,581,110.52","606,611,781.22","4,613,153,170.03","1,610,751,926.13","282,805,550.09","158,332,030.00","25,378,824.00","259,791,676.87","362,291,213.00","11,638,333.69","18,606,033.00","20,882,414.90","33,400,000.00","2,701,606,969.73","17,074,499,416.15","6,835,470,229.00"
